552784600502915072 [0, 'non-rumours', 'charliehebdo']
580320893668364288 [1, 'rumour', 'germanwings-crash']
580320945740480512 [1, 'rumour', 'germanwings-crash']
580320964875014145 [1, 'rumour', 'germanwings-crash']
580320995266936832 [1, 'rumour', 'germanwings-crash']
580321156508577792 [1, 'rumour', 'germanwings-crash']
580321169271877632 [1, 'rumour', 'germanwings-crash']
580321317527879680 [1, 'rumour', 'germanwings-crash']
580321327845765120 [1, 'rumour', 'germanwings-crash']
580321350750990336 [1, 'rumour', 'germanwings-crash']
580321372703985664 [1, 'rumour', 'germanwings-crash']
580321844089212928 [1, 'rumour', 'germanwings-crash']
580321925265788928 [1, 'rumour', 'germanwings-crash']
580321948070240256 [1, 'rumour', 'germanwings-crash']
580322005280493568 [1, 'rumour', 'germanwings-crash']
580322066374721537 [1, 'rumour', 'germanwings-crash']
580322346508124160 [1, 'rumour', 'germanwings-crash']
580322349569994752 [1, 'rumour', 'germanwings-crash']
580322453928431617 [1, 'rumour', 'germanwings-crash']
580322782392762368 [1, 'rumour', 'germanwings-crash']
580322927679279105 [1, 'rumour', 'germanwings-crash']
580323060533764097 [1, 'rumour', 'germanwings-crash']
580323165068509184 [1, 'rumour', 'germanwings-crash']
580323315614543873 [1, 'rumour', 'germanwings-crash']
580323456996282369 [1, 'rumour', 'germanwings-crash']
580323815261016064 [1, 'rumour', 'germanwings-crash']
580324027715063808 [1, 'rumour', 'germanwings-crash']
580324697415360512 [1, 'rumour', 'germanwings-crash']
580324721381740544 [1, 'rumour', 'germanwings-crash']
580324985148932097 [1, 'rumour', 'germanwings-crash']
580325043705667586 [1, 'rumour', 'germanwings-crash']
580325090367315968 [1, 'rumour', 'germanwings-crash']
580325235653799936 [1, 'rumour', 'germanwings-crash']
580325458870460416 [1, 'rumour', 'germanwings-crash']
580325714567806976 [1, 'rumour', 'germanwings-crash']
580325799078793216 [1, 'rumour', 'germanwings-crash']
580326012749221890 [1, 'rumour', 'germanwings-crash']
580326045238333441 [1, 'rumour', 'germanwings-crash']
580326073776357376 [1, 'rumour', 'germanwings-crash']
580326111311171584 [1, 'rumour', 'germanwings-crash']
580326222107951104 [1, 'rumour', 'germanwings-crash']
580326398620934144 [1, 'rumour', 'germanwings-crash']
580326473803767808 [1, 'rumour', 'germanwings-crash']
580326762673901568 [1, 'rumour', 'germanwings-crash']
580326807704088576 [1, 'rumour', 'germanwings-crash']
580326871302316033 [1, 'rumour', 'germanwings-crash']
580327197921120256 [1, 'rumour', 'germanwings-crash']
580327336505176064 [1, 'rumour', 'germanwings-crash']
580327626419482624 [1, 'rumour', 'germanwings-crash']
580327692765151232 [1, 'rumour', 'germanwings-crash']
580327924978569216 [1, 'rumour', 'germanwings-crash']
580328617713897472 [1, 'rumour', 'germanwings-crash']
580328783619579904 [1, 'rumour', 'germanwings-crash']
580329455173967872 [1, 'rumour', 'germanwings-crash']
580329560350183424 [1, 'rumour', 'germanwings-crash']
580329875891974145 [1, 'rumour', 'germanwings-crash']
580329886532968448 [1, 'rumour', 'germanwings-crash']
580330302251393024 [1, 'rumour', 'germanwings-crash']
580330369603366913 [1, 'rumour', 'germanwings-crash']
580330721719508992 [1, 'rumour', 'germanwings-crash']
580330740086243328 [1, 'rumour', 'germanwings-crash']
580331000573476865 [1, 'rumour', 'germanwings-crash']
580331453889708032 [1, 'rumour', 'germanwings-crash']
580331561398108160 [1, 'rumour', 'germanwings-crash']
580332109782466561 [1, 'rumour', 'germanwings-crash']
580332485030125568 [1, 'rumour', 'germanwings-crash']
580333028624457728 [1, 'rumour', 'germanwings-crash']
580333763512705025 [1, 'rumour', 'germanwings-crash']
580333904126742528 [1, 'rumour', 'germanwings-crash']
580333906597167104 [1, 'rumour', 'germanwings-crash']
580333909008871424 [1, 'rumour', 'germanwings-crash']
580334678340558849 [1, 'rumour', 'germanwings-crash']
580335398683058176 [1, 'rumour', 'germanwings-crash']
580335545265627136 [1, 'rumour', 'germanwings-crash']
580336766663540736 [1, 'rumour', 'germanwings-crash']
580336849534648320 [1, 'rumour', 'germanwings-crash']
580338165824667649 [1, 'rumour', 'germanwings-crash']
580338546856235009 [1, 'rumour', 'germanwings-crash']
580339547269144576 [1, 'rumour', 'germanwings-crash']
580339825649291264 [1, 'rumour', 'germanwings-crash']
580340476949086208 [1, 'rumour', 'germanwings-crash']
580342519516512256 [1, 'rumour', 'germanwings-crash']
580344171019542528 [1, 'rumour', 'germanwings-crash']
580346142183002113 [1, 'rumour', 'germanwings-crash']
580346392431968257 [1, 'rumour', 'germanwings-crash']
580346992074842112 [1, 'rumour', 'germanwings-crash']
580347068457308160 [1, 'rumour', 'germanwings-crash']
580347290633838592 [1, 'rumour', 'germanwings-crash']
580347360959717376 [1, 'rumour', 'germanwings-crash']
580347361039413248 [1, 'rumour', 'germanwings-crash']
580347364562587649 [1, 'rumour', 'germanwings-crash']
580347464907153408 [1, 'rumour', 'germanwings-crash']
580347961256837120 [1, 'rumour', 'germanwings-crash']
580348081100734464 [1, 'rumour', 'germanwings-crash']
580348878370828288 [1, 'rumour', 'germanwings-crash']
580349424058175489 [1, 'rumour', 'germanwings-crash']
580350000074457088 [1, 'rumour', 'germanwings-crash']
580350166005248000 [1, 'rumour', 'germanwings-crash']
580350426278719488 [1, 'rumour', 'germanwings-crash']
580352273001410560 [1, 'rumour', 'germanwings-crash']
580352532167311362 [1, 'rumour', 'germanwings-crash']
580352540316946432 [1, 'rumour', 'germanwings-crash']
580353449721655296 [1, 'rumour', 'germanwings-crash']
580353540725452800 [1, 'rumour', 'germanwings-crash']
580356429615337472 [1, 'rumour', 'germanwings-crash']
580357537083576321 [1, 'rumour', 'germanwings-crash']
580357700791468032 [1, 'rumour', 'germanwings-crash']
580360165540642816 [1, 'rumour', 'germanwings-crash']
580364138020507649 [1, 'rumour', 'germanwings-crash']
580364236330762240 [1, 'rumour', 'germanwings-crash']
580364656608428032 [1, 'rumour', 'germanwings-crash']
580364973664309248 [1, 'rumour', 'germanwings-crash']
580365368805486592 [1, 'rumour', 'germanwings-crash']
580366761398239232 [1, 'rumour', 'germanwings-crash']
580368137796743168 [1, 'rumour', 'germanwings-crash']
580368417556992000 [1, 'rumour', 'germanwings-crash']
580369978546917376 [1, 'rumour', 'germanwings-crash']
580370249712697344 [1, 'rumour', 'germanwings-crash']
580370275121938432 [1, 'rumour', 'germanwings-crash']
580371845997682688 [1, 'rumour', 'germanwings-crash']
580371847335821312 [1, 'rumour', 'germanwings-crash']
580372127125131264 [1, 'rumour', 'germanwings-crash']
580372806178881537 [1, 'rumour', 'germanwings-crash']
580377478184755201 [1, 'rumour', 'germanwings-crash']
580379486732066817 [1, 'rumour', 'germanwings-crash']
580387098039046145 [1, 'rumour', 'germanwings-crash']
580697361799876608 [1, 'rumour', 'germanwings-crash']
580699430690656256 [1, 'rumour', 'germanwings-crash']
580699825030754304 [1, 'rumour', 'germanwings-crash']
580706841769820160 [1, 'rumour', 'germanwings-crash']
580882121222434816 [1, 'rumour', 'germanwings-crash']
580882302621843456 [1, 'rumour', 'germanwings-crash']
580882341880446977 [1, 'rumour', 'germanwings-crash']
580882417117958144 [1, 'rumour', 'germanwings-crash']
580882674413375488 [1, 'rumour', 'germanwings-crash']
580882701063979008 [1, 'rumour', 'germanwings-crash']
580883510103281665 [1, 'rumour', 'germanwings-crash']
580883727624065024 [1, 'rumour', 'germanwings-crash']
580883793709547521 [1, 'rumour', 'germanwings-crash']
580883864521818112 [1, 'rumour', 'germanwings-crash']
580884417343815680 [1, 'rumour', 'germanwings-crash']
580884605097664512 [1, 'rumour', 'germanwings-crash']
580885187837325312 [1, 'rumour', 'germanwings-crash']
580885455257882624 [1, 'rumour', 'germanwings-crash']
580885624883904512 [1, 'rumour', 'germanwings-crash']
581047170637381632 [1, 'rumour', 'germanwings-crash']
581061237783556096 [1, 'rumour', 'germanwings-crash']
581061272856326145 [1, 'rumour', 'germanwings-crash']
581061914001821696 [1, 'rumour', 'germanwings-crash']
581062604988162048 [1, 'rumour', 'germanwings-crash']
581063145256538112 [1, 'rumour', 'germanwings-crash']
581063377226637312 [1, 'rumour', 'germanwings-crash']
581063730319925248 [1, 'rumour', 'germanwings-crash']
581063753837481984 [1, 'rumour', 'germanwings-crash']
581063816882065408 [1, 'rumour', 'germanwings-crash']
581063906682114048 [1, 'rumour', 'germanwings-crash']
581063928953876480 [1, 'rumour', 'germanwings-crash']
581063957684850688 [1, 'rumour', 'germanwings-crash']
581064144394285056 [1, 'rumour', 'germanwings-crash']
581064157870555136 [1, 'rumour', 'germanwings-crash']
581066887200694272 [1, 'rumour', 'germanwings-crash']
581107798932631552 [1, 'rumour', 'germanwings-crash']
581132461960249344 [1, 'rumour', 'germanwings-crash']
581153923987206146 [1, 'rumour', 'germanwings-crash']
581183387848859648 [1, 'rumour', 'germanwings-crash']
581252958446329857 [1, 'rumour', 'germanwings-crash']
581264214809022464 [1, 'rumour', 'germanwings-crash']
581274406804025344 [1, 'rumour', 'germanwings-crash']
581287108607811584 [1, 'rumour', 'germanwings-crash']
581287562947395584 [1, 'rumour', 'germanwings-crash']
581287795991302144 [1, 'rumour', 'germanwings-crash']
581288928646340608 [1, 'rumour', 'germanwings-crash']
581290271997968384 [1, 'rumour', 'germanwings-crash']
581291208506376192 [1, 'rumour', 'germanwings-crash']
581293286268129280 [1, 'rumour', 'germanwings-crash']
581293685041557504 [1, 'rumour', 'germanwings-crash']
581295858898989056 [1, 'rumour', 'germanwings-crash']
581296960830881792 [1, 'rumour', 'germanwings-crash']
581299253743501312 [1, 'rumour', 'germanwings-crash']
581299354431987712 [1, 'rumour', 'germanwings-crash']
581300992194572288 [1, 'rumour', 'germanwings-crash']
581301262269829120 [1, 'rumour', 'germanwings-crash']
581301336085553152 [1, 'rumour', 'germanwings-crash']
581302544116379648 [1, 'rumour', 'germanwings-crash']
581303832895885312 [1, 'rumour', 'germanwings-crash']
581303989406314496 [1, 'rumour', 'germanwings-crash']
581307361857392642 [1, 'rumour', 'germanwings-crash']
581314363644121088 [1, 'rumour', 'germanwings-crash']
581315281630318593 [1, 'rumour', 'germanwings-crash']
581317224096387072 [1, 'rumour', 'germanwings-crash']
581335535832039424 [1, 'rumour', 'germanwings-crash']
581357303405813760 [1, 'rumour', 'germanwings-crash']
581359544682614784 [1, 'rumour', 'germanwings-crash']
581377529124130816 [1, 'rumour', 'germanwings-crash']
581386094337474560 [1, 'rumour', 'germanwings-crash']
581386155083620352 [1, 'rumour', 'germanwings-crash']
581387966125248512 [1, 'rumour', 'germanwings-crash']
581394092648710144 [1, 'rumour', 'germanwings-crash']
581404604677660673 [1, 'rumour', 'germanwings-crash']
581405344288608256 [1, 'rumour', 'germanwings-crash']
581409613913804800 [1, 'rumour', 'germanwings-crash']
581411131547320321 [1, 'rumour', 'germanwings-crash']
581437061363675136 [1, 'rumour', 'germanwings-crash']
581450117972144128 [1, 'rumour', 'germanwings-crash']
581460720900050945 [1, 'rumour', 'germanwings-crash']
581473088249958400 [1, 'rumour', 'germanwings-crash']
581479017770979329 [1, 'rumour', 'germanwings-crash']
581546828954411008 [1, 'rumour', 'germanwings-crash']
581550667753504768 [1, 'rumour', 'germanwings-crash']
535386605666979840 [0, 'non-rumours', 'gurlitt']
535391478969675776 [0, 'non-rumours', 'gurlitt']
535415010361487360 [0, 'non-rumours', 'gurlitt']
535415869862473729 [0, 'non-rumours', 'gurlitt']
535425236871544832 [0, 'non-rumours', 'gurlitt']
535439290667241472 [0, 'non-rumours', 'gurlitt']
535440024930902017 [0, 'non-rumours', 'gurlitt']
535449972913614848 [0, 'non-rumours', 'gurlitt']
535450182142672897 [0, 'non-rumours', 'gurlitt']
535450705134649345 [0, 'non-rumours', 'gurlitt']
535463053190778880 [0, 'non-rumours', 'gurlitt']
535472483756154880 [0, 'non-rumours', 'gurlitt']
535482306585042944 [0, 'non-rumours', 'gurlitt']
535517405921804288 [0, 'non-rumours', 'gurlitt']
535524640031256576 [0, 'non-rumours', 'gurlitt']
535552999624826882 [0, 'non-rumours', 'gurlitt']
535556368552714240 [0, 'non-rumours', 'gurlitt']
535656301833895937 [0, 'non-rumours', 'gurlitt']
535708968837206016 [0, 'non-rumours', 'gurlitt']
535711053686898689 [0, 'non-rumours', 'gurlitt']
535772174053687297 [0, 'non-rumours', 'gurlitt']
535792764135280640 [0, 'non-rumours', 'gurlitt']
535804563832315904 [0, 'non-rumours', 'gurlitt']
535818207542923265 [0, 'non-rumours', 'gurlitt']
535822193150537728 [0, 'non-rumours', 'gurlitt']
535828163402543104 [0, 'non-rumours', 'gurlitt']
535919972439322624 [0, 'non-rumours', 'gurlitt']
535926525422358528 [0, 'non-rumours', 'gurlitt']
535936169196810240 [0, 'non-rumours', 'gurlitt']
535942066694803456 [0, 'non-rumours', 'gurlitt']
535951209316642816 [0, 'non-rumours', 'gurlitt']
535952893589725184 [0, 'non-rumours', 'gurlitt']
535960367055118337 [0, 'non-rumours', 'gurlitt']
535966185477931010 [0, 'non-rumours', 'gurlitt']
535967306799538176 [0, 'non-rumours', 'gurlitt']
535986492879810560 [0, 'non-rumours', 'gurlitt']
536050365406253056 [0, 'non-rumours', 'gurlitt']
536127932918681602 [0, 'non-rumours', 'gurlitt']
536141476460507136 [0, 'non-rumours', 'gurlitt']
536223820131360769 [0, 'non-rumours', 'gurlitt']
536228944299958272 [0, 'non-rumours', 'gurlitt']
536323971239903234 [0, 'non-rumours', 'gurlitt']
536333336353193985 [0, 'non-rumours', 'gurlitt']
536425735771414528 [0, 'non-rumours', 'gurlitt']
536439239118831617 [0, 'non-rumours', 'gurlitt']
536464887015567360 [0, 'non-rumours', 'gurlitt']
536489596423774208 [0, 'non-rumours', 'gurlitt']
536504937401049089 [0, 'non-rumours', 'gurlitt']
536514538850750464 [0, 'non-rumours', 'gurlitt']
536532934014926849 [0, 'non-rumours', 'gurlitt']
536666052277448704 [0, 'non-rumours', 'gurlitt']
536696108823896065 [0, 'non-rumours', 'gurlitt']
536733651544072192 [0, 'non-rumours', 'gurlitt']
536760961692999680 [0, 'non-rumours', 'gurlitt']
536777819204775936 [0, 'non-rumours', 'gurlitt']
536778036180680704 [0, 'non-rumours', 'gurlitt']
536782128109740032 [0, 'non-rumours', 'gurlitt']
536783143865688064 [0, 'non-rumours', 'gurlitt']
536787694169632768 [0, 'non-rumours', 'gurlitt']
536805431360749568 [0, 'non-rumours', 'gurlitt']
536805993334571008 [0, 'non-rumours', 'gurlitt']
536809338766364672 [0, 'non-rumours', 'gurlitt']
536810390739755009 [0, 'non-rumours', 'gurlitt']
536812027571109888 [0, 'non-rumours', 'gurlitt']
536822580720984064 [0, 'non-rumours', 'gurlitt']
536824581341073408 [0, 'non-rumours', 'gurlitt']
536825396990607360 [0, 'non-rumours', 'gurlitt']
536825651463217152 [0, 'non-rumours', 'gurlitt']
536826273667227649 [0, 'non-rumours', 'gurlitt']
536826754770685952 [0, 'non-rumours', 'gurlitt']
536828694107803651 [0, 'non-rumours', 'gurlitt']
536829324092268544 [0, 'non-rumours', 'gurlitt']
536830979714056192 [0, 'non-rumours', 'gurlitt']
536835870293512192 [0, 'non-rumours', 'gurlitt']
536835870897479680 [0, 'non-rumours', 'gurlitt']
536836468816498688 [0, 'non-rumours', 'gurlitt']
536836469542105088 [0, 'non-rumours', 'gurlitt']
535241189234982912 [1, 'rumour', 'gurlitt']
535270217689993216 [1, 'rumour', 'gurlitt']
535342545283588096 [1, 'rumour', 'gurlitt']
535397927548878849 [1, 'rumour', 'gurlitt']
535434467696189440 [1, 'rumour', 'gurlitt']
535438499432771584 [1, 'rumour', 'gurlitt']
535721996391178242 [1, 'rumour', 'gurlitt']
536824260615237632 [1, 'rumour', 'gurlitt']
536824745459998720 [1, 'rumour', 'gurlitt']
536824746298843136 [1, 'rumour', 'gurlitt']
536825153372831744 [1, 'rumour', 'gurlitt']
536825222050365440 [1, 'rumour', 'gurlitt']
536825222608203776 [1, 'rumour', 'gurlitt']
536825223061180416 [1, 'rumour', 'gurlitt']
536825223526756352 [1, 'rumour', 'gurlitt']
536825848624865280 [1, 'rumour', 'gurlitt']
536825996985790465 [1, 'rumour', 'gurlitt']
536826643122503680 [1, 'rumour', 'gurlitt']
536826824219959296 [1, 'rumour', 'gurlitt']
536827540829384704 [1, 'rumour', 'gurlitt']
536827886926565376 [1, 'rumour', 'gurlitt']
536828314783346688 [1, 'rumour', 'gurlitt']
536830361817595905 [1, 'rumour', 'gurlitt']
536830857403961345 [1, 'rumour', 'gurlitt']
536831367959420929 [1, 'rumour', 'gurlitt']
536831866721280000 [1, 'rumour', 'gurlitt']
536831867329466369 [1, 'rumour', 'gurlitt']
536832547062165504 [1, 'rumour', 'gurlitt']
536833104280055808 [1, 'rumour', 'gurlitt']
536833763326820352 [1, 'rumour', 'gurlitt']
536834351246225408 [1, 'rumour', 'gurlitt']
536835011941396481 [1, 'rumour', 'gurlitt']
536835327584141312 [1, 'rumour', 'gurlitt']
536836675226177538 [1, 'rumour', 'gurlitt']
536836729190105089 [1, 'rumour', 'gurlitt']
536837309078200320 [1, 'rumour', 'gurlitt']
536837509167480832 [1, 'rumour', 'gurlitt']
536837810805039104 [1, 'rumour', 'gurlitt']
536839580419231745 [1, 'rumour', 'gurlitt']
536841860049043457 [1, 'rumour', 'gurlitt']
536842041586876416 [1, 'rumour', 'gurlitt']
536842936667750402 [1, 'rumour', 'gurlitt']
536843350281060353 [1, 'rumour', 'gurlitt']
536844180887449600 [1, 'rumour', 'gurlitt']
536844209982959616 [1, 'rumour', 'gurlitt']
536844214202400768 [1, 'rumour', 'gurlitt']
536844329000906752 [1, 'rumour', 'gurlitt']
536844860058529792 [1, 'rumour', 'gurlitt']
536844922088091648 [1, 'rumour', 'gurlitt']
536844923774205952 [1, 'rumour', 'gurlitt']
536845577938432000 [1, 'rumour', 'gurlitt']
536845700835733504 [1, 'rumour', 'gurlitt']
536845753394536448 [1, 'rumour', 'gurlitt']
536846436537999360 [1, 'rumour', 'gurlitt']
536847243631149056 [1, 'rumour', 'gurlitt']
536847375802052609 [1, 'rumour', 'gurlitt']
536848134681690112 [1, 'rumour', 'gurlitt']
536848139836481536 [1, 'rumour', 'gurlitt']
536848241556721665 [1, 'rumour', 'gurlitt']
536848662135980032 [1, 'rumour', 'gurlitt']
536848962775678976 [1, 'rumour', 'gurlitt']
524922078638903296 [0, 'non-rumours', 'ottawashooting']
524922499466022913 [0, 'non-rumours', 'ottawashooting']
524923148576518144 [0, 'non-rumours', 'ottawashooting']
524923403183333376 [0, 'non-rumours', 'ottawashooting']
524924660480487424 [0, 'non-rumours', 'ottawashooting']
524924954287296512 [0, 'non-rumours', 'ottawashooting']
524924987774631936 [0, 'non-rumours', 'ottawashooting']
524925223226081282 [0, 'non-rumours', 'ottawashooting']
524925600318754816 [0, 'non-rumours', 'ottawashooting']
524926528342487041 [0, 'non-rumours', 'ottawashooting']
524926698165633024 [0, 'non-rumours', 'ottawashooting']
524927789892653056 [0, 'non-rumours', 'ottawashooting']
524927809773649922 [0, 'non-rumours', 'ottawashooting']
524928223499784192 [0, 'non-rumours', 'ottawashooting']
524928297986433024 [0, 'non-rumours', 'ottawashooting']
524928863714168832 [0, 'non-rumours', 'ottawashooting']
524928960615186432 [0, 'non-rumours', 'ottawashooting']
524929014621032451 [0, 'non-rumours', 'ottawashooting']
524929550493712384 [0, 'non-rumours', 'ottawashooting']
524929559909916672 [0, 'non-rumours', 'ottawashooting']
524930400272265216 [0, 'non-rumours', 'ottawashooting']
524930499790131200 [0, 'non-rumours', 'ottawashooting']
524930594950479873 [0, 'non-rumours', 'ottawashooting']
524930678983753728 [0, 'non-rumours', 'ottawashooting']
524930851747164160 [0, 'non-rumours', 'ottawashooting']
524931083797004288 [0, 'non-rumours', 'ottawashooting']
524932292406681601 [0, 'non-rumours', 'ottawashooting']
524932558275235840 [0, 'non-rumours', 'ottawashooting']
524932635177795585 [0, 'non-rumours', 'ottawashooting']
524933534692442112 [0, 'non-rumours', 'ottawashooting']
524933600433938432 [0, 'non-rumours', 'ottawashooting']
524933764330586112 [0, 'non-rumours', 'ottawashooting']
524934004152082432 [0, 'non-rumours', 'ottawashooting']
524934090542182400 [0, 'non-rumours', 'ottawashooting']
524934142958788608 [0, 'non-rumours', 'ottawashooting']
524934300459077632 [0, 'non-rumours', 'ottawashooting']
524934419270742017 [0, 'non-rumours', 'ottawashooting']
524934507892580352 [0, 'non-rumours', 'ottawashooting']
524934648473079808 [0, 'non-rumours', 'ottawashooting']
524934897367285760 [0, 'non-rumours', 'ottawashooting']
524935023380545537 [0, 'non-rumours', 'ottawashooting']
524935146806738944 [0, 'non-rumours', 'ottawashooting']
524935731148775424 [0, 'non-rumours', 'ottawashooting']
524935906596499456 [0, 'non-rumours', 'ottawashooting']
524935943925796866 [0, 'non-rumours', 'ottawashooting']
524936008870400000 [0, 'non-rumours', 'ottawashooting']
524936075870228480 [0, 'non-rumours', 'ottawashooting']
524936456742379520 [0, 'non-rumours', 'ottawashooting']
524936881348558849 [0, 'non-rumours', 'ottawashooting']
524936931059056640 [0, 'non-rumours', 'ottawashooting']
524937114539282433 [0, 'non-rumours', 'ottawashooting']
524937243518312448 [0, 'non-rumours', 'ottawashooting']
524937421180653568 [0, 'non-rumours', 'ottawashooting']
524937560276344832 [0, 'non-rumours', 'ottawashooting']
524937574281121793 [0, 'non-rumours', 'ottawashooting']
524937597206790144 [0, 'non-rumours', 'ottawashooting']
524937635698327553 [0, 'non-rumours', 'ottawashooting']
524937675115999232 [0, 'non-rumours', 'ottawashooting']
524938009834450945 [0, 'non-rumours', 'ottawashooting']
524938137320312832 [0, 'non-rumours', 'ottawashooting']
524938146119966720 [0, 'non-rumours', 'ottawashooting']
524938288277118976 [0, 'non-rumours', 'ottawashooting']
524939142485262337 [0, 'non-rumours', 'ottawashooting']
524939347699585025 [0, 'non-rumours', 'ottawashooting']
524939362048290817 [0, 'non-rumours', 'ottawashooting']
524939818347028480 [0, 'non-rumours', 'ottawashooting']
524939821815721984 [0, 'non-rumours', 'ottawashooting']
524940452383170560 [0, 'non-rumours', 'ottawashooting']
524940623594287104 [0, 'non-rumours', 'ottawashooting']
524940803601227777 [0, 'non-rumours', 'ottawashooting']
524940940721418240 [0, 'non-rumours', 'ottawashooting']
524941119403335681 [0, 'non-rumours', 'ottawashooting']
524941272549969920 [0, 'non-rumours', 'ottawashooting']
524941318389501953 [0, 'non-rumours', 'ottawashooting']
524942687003484161 [0, 'non-rumours', 'ottawashooting']
524942802908876801 [0, 'non-rumours', 'ottawashooting']
524942851944493056 [0, 'non-rumours', 'ottawashooting']
524942952733220865 [0, 'non-rumours', 'ottawashooting']
524943226948820992 [0, 'non-rumours', 'ottawashooting']
524943615437848576 [0, 'non-rumours', 'ottawashooting']
524943638812299265 [0, 'non-rumours', 'ottawashooting']
524943658748219392 [0, 'non-rumours', 'ottawashooting']
524943804051496961 [0, 'non-rumours', 'ottawashooting']
524943976902971392 [0, 'non-rumours', 'ottawashooting']
524944146025312256 [0, 'non-rumours', 'ottawashooting']
524944178586091520 [0, 'non-rumours', 'ottawashooting']
524944537618485248 [0, 'non-rumours', 'ottawashooting']
524944571256434688 [0, 'non-rumours', 'ottawashooting']
524944610985263104 [0, 'non-rumours', 'ottawashooting']
524944788525973505 [0, 'non-rumours', 'ottawashooting']
524944978288852992 [0, 'non-rumours', 'ottawashooting']
524944981753356288 [0, 'non-rumours', 'ottawashooting']
524945095322513408 [0, 'non-rumours', 'ottawashooting']
524945101542678529 [0, 'non-rumours', 'ottawashooting']
524945225253675008 [0, 'non-rumours', 'ottawashooting']
524945585539776512 [0, 'non-rumours', 'ottawashooting']
524945814796644352 [0, 'non-rumours', 'ottawashooting']
524946461621235712 [0, 'non-rumours', 'ottawashooting']
524946753154727936 [0, 'non-rumours', 'ottawashooting']
524946808271671297 [0, 'non-rumours', 'ottawashooting']
524947030616313856 [0, 'non-rumours', 'ottawashooting']
524947036228317184 [0, 'non-rumours', 'ottawashooting']
524947071770435585 [0, 'non-rumours', 'ottawashooting']
524947129354420225 [0, 'non-rumours', 'ottawashooting']
524947368865964033 [0, 'non-rumours', 'ottawashooting']
524947414050816000 [0, 'non-rumours', 'ottawashooting']
524947475858472960 [0, 'non-rumours', 'ottawashooting']
524947604690702336 [0, 'non-rumours', 'ottawashooting']
524947716393414656 [0, 'non-rumours', 'ottawashooting']
524948520605069312 [0, 'non-rumours', 'ottawashooting']
524948618776944640 [0, 'non-rumours', 'ottawashooting']
524948710812581888 [0, 'non-rumours', 'ottawashooting']
524948790227517440 [0, 'non-rumours', 'ottawashooting']
524949003834634240 [0, 'non-rumours', 'ottawashooting']
524949028728221698 [0, 'non-rumours', 'ottawashooting']
524949136173694976 [0, 'non-rumours', 'ottawashooting']
524949243883425793 [0, 'non-rumours', 'ottawashooting']
524949435886096385 [0, 'non-rumours', 'ottawashooting']
524949884143927296 [0, 'non-rumours', 'ottawashooting']
524949897221795840 [0, 'non-rumours', 'ottawashooting']
524949939755810817 [0, 'non-rumours', 'ottawashooting']
524950117192044544 [0, 'non-rumours', 'ottawashooting']
524950159160250368 [0, 'non-rumours', 'ottawashooting']
524950203476869120 [0, 'non-rumours', 'ottawashooting']
524950321064607744 [0, 'non-rumours', 'ottawashooting']
524950339074523137 [0, 'non-rumours', 'ottawashooting']
524950395110842369 [0, 'non-rumours', 'ottawashooting']
524950455743291392 [0, 'non-rumours', 'ottawashooting']
524950507023245313 [0, 'non-rumours', 'ottawashooting']
524950679274942464 [0, 'non-rumours', 'ottawashooting']
524951279760867328 [0, 'non-rumours', 'ottawashooting']
524951439417044992 [0, 'non-rumours', 'ottawashooting']
524951456362012672 [0, 'non-rumours', 'ottawashooting']
524951696376487936 [0, 'non-rumours', 'ottawashooting']
524951948337098752 [0, 'non-rumours', 'ottawashooting']
524952005157347328 [0, 'non-rumours', 'ottawashooting']
524952322703900672 [0, 'non-rumours', 'ottawashooting']
524952808110694400 [0, 'non-rumours', 'ottawashooting']
524953077456318464 [0, 'non-rumours', 'ottawashooting']
524953508978909185 [0, 'non-rumours', 'ottawashooting']
524953530193301505 [0, 'non-rumours', 'ottawashooting']
524953569762766848 [0, 'non-rumours', 'ottawashooting']
524953767402553345 [0, 'non-rumours', 'ottawashooting']
524954105471840256 [0, 'non-rumours', 'ottawashooting']
524954161054756864 [0, 'non-rumours', 'ottawashooting']
524954241547632640 [0, 'non-rumours', 'ottawashooting']
524954262657581057 [0, 'non-rumours', 'ottawashooting']
524954313337364480 [0, 'non-rumours', 'ottawashooting']
524954661703680000 [0, 'non-rumours', 'ottawashooting']
524955083297931264 [0, 'non-rumours', 'ottawashooting']
524955102554361856 [0, 'non-rumours', 'ottawashooting']
524955170200121344 [0, 'non-rumours', 'ottawashooting']
524955243185176576 [0, 'non-rumours', 'ottawashooting']
524955251464736768 [0, 'non-rumours', 'ottawashooting']
524955317201666048 [0, 'non-rumours', 'ottawashooting']
524955385480753153 [0, 'non-rumours', 'ottawashooting']
524955386697515008 [0, 'non-rumours', 'ottawashooting']
524955388190662657 [0, 'non-rumours', 'ottawashooting']
524955850591334403 [0, 'non-rumours', 'ottawashooting']
524955871689052160 [0, 'non-rumours', 'ottawashooting']
524956007324082177 [0, 'non-rumours', 'ottawashooting']
524956168754843648 [0, 'non-rumours', 'ottawashooting']
524956415589621760 [0, 'non-rumours', 'ottawashooting']
524956449836130304 [0, 'non-rumours', 'ottawashooting']
524956518404198400 [0, 'non-rumours', 'ottawashooting']
524956648151191553 [0, 'non-rumours', 'ottawashooting']
524956731638841344 [0, 'non-rumours', 'ottawashooting']
524957105296404480 [0, 'non-rumours', 'ottawashooting']
524957554829717504 [0, 'non-rumours', 'ottawashooting']
